"bird_ID" "ch" "year" "day_of_season" "sex" "brood_ID" "clutch_size"
"bird_672" "1.........................." "2008" 53 "F" "brood_283" 3
"bird_673" "1.00....0.0000..0.........." "2008" 54 "F" "brood_305" 3
"bird_677" ".1........................." "2009" 32 "F" "brood_404" 3
"bird_678" ".1111..1.11.11.1..........." "2009" 32 "F" "brood_404" 3
"bird_679" ".1........................." "2009" 32 "M" "brood_404" 3
"bird_680" "1000000.000.0..00..0......." "2006" 40 "M" "brood_5" 3
"bird_681" "1.1.1......................" "2009" 34 "M" "brood_341" 3
"bird_682" "100100.01000.0.00.00.000000" "2009" 34 "F" "brood_341" 3
"bird_683" "1.1.1......................" "2009" 34 "M" "brood_341" 3
"bird_686" "1.11......................." "2009" 34 "M" "brood_374" 3
"bird_687" "1.11......................." "2009" 34 "M" "brood_374" 3
"bird_688" "1..1.11...................." "2009" 36 "F" "brood_382" 3
"bird_689" "11.1111.111..11..1...1.1.11" "2009" 36 "F" "brood_382" 3
"bird_690" "1..1.111..................." "2009" 36 "F" "brood_382" 3
"bird_691" "1111100000.0000001000000000" "2009" 38 "F" "brood_365" 3
"bird_692" "1.1.1111111................" "2009" 38 "M" "brood_365" 3
"bird_694" "1.........................." "2009" 39 "F" "brood_379" 3
"bird_695" "..1........................" "2009" 39 "F" "brood_368" 3
"bird_700" "1000000.000.0..00..0......." "2006" 40 "F" "brood_5" 3
"bird_701" "1.........................." "2009" 49 "M" "brood_371" 3
"bird_702" "1.111..1111..11.111.1......" "2009" 49 "F" "brood_371" 3
"bird_703" "11.11...111.1.1.11.1.1....." "2009" 49 "M" "brood_390" 3
"bird_704" "11.11.0011101010110111....." "2009" 49 "F" "brood_390" 3
"bird_705" "11.11.0011111010110111....." "2009" 49 "F" "brood_390" 3
"bird_706" "1.........................." "2009" 50 "F" "brood_385" 2
"bird_707" "1111.11111.11111.1111111..1" "2009" 44 "M" "brood_385" 2
"bird_710" "1001111111.111001.0........" "2009" 54 "F" "brood_399" 3
"bird_712" "1001111111.111001.0........" "2009" 54 "M" "brood_399" 3
"bird_714" "1000000000000000000.00.0000" "2006" 41 "M" "brood_23" 3
"bird_715" "1000000000000000000.00.0000" "2006" 41 "M" "brood_23" 3
"bird_716" "101.00000000000000000000000" "2006" 41 "F" "brood_81" 3
"bird_717" "101.00000000000000000000000" "2006" 41 "M" "brood_81" 3
"bird_719" "0000100.0000000000000000000" "2006" 37 "F" "brood_85" 3
"bird_720" "100000000000000000000000.00" "2006" 42 "M" "brood_26" 3
"bird_723" "1.........................." "2009" 16 "F" "brood_352" 3
"bird_724" ".1........................." "2009" 16 "F" "brood_367" 3
"bird_725" "01.1.1000001000000000000000" "2009" 16 "M" "brood_345" 3
"bird_737" "1.1.11111..1.1....11111111." "2009" 26 "M" "brood_354" 3
"bird_738" "1..1.11...................." "2009" 26 "F" "brood_354" 3
"bird_740" "01011110100000000000000.000" "2009" 31 "M" "brood_403" 3
"bird_743" "00100000000000000.000......" "2006" 49 "M" "brood_50" 3
"bird_746" "1101.1.1010111.....00000000" "2009" 34 "F" "brood_357" 3
"bird_747" "1.1111.1......1............" "2009" 32 "F" "brood_357" 3
"bird_749" "1.........................." "2009" 35 "M" "brood_374" 3
"bird_750" "11.1.111.1................." "2009" 36 "M" "brood_379" 3
"bird_751" "1.111111.1................." "2009" 40 "F" "brood_395" 3
"bird_752" "1111111111110000.....0.0000" "2009" 38 "M" "brood_395" 3
"bird_753" "00100000001000000.000......" "2006" 49 "F" "brood_50" 3
"bird_754" "1101.1.00.00.00000000000000" "2009" 42 "F" "brood_381" 3
"bird_755" "1.....11..................." "2009" 44 "F" "brood_360" 3
"bird_757" "1.........................." "2009" 46 "M" "brood_396" 3
"bird_758" "1.....11..1111.111........." "2009" 46 "F" "brood_396" 3
"bird_759" "1.....11..1111.111.1.1.1..1" "2009" 46 "F" "brood_396" 3
"bird_761" "1111...111.1.1.11.........." "2009" 50 "F" "brood_386" 3
"bird_762" "101100111101110101010.1...." "2009" 50 "F" "brood_386" 3
"bird_763" "10.1111100111111111000000.0" "2009" 46 "F" "brood_384" 3
"bird_764" "00100000000000000.000......" "2006" 49 "F" "brood_50" 3
"bird_765" "0011100111101110101010.0..." "2009" 49 "M" "brood_384" 3
"bird_766" "111..1111..11.111.1........" "2009" 51 "M" "brood_397" 3
"bird_767" "1.........................." "2009" 51 "M" "brood_397" 3
"bird_768" "111...11111.1.11..........." "2009" 51 "F" "brood_397" 3
"bird_769" "110.0111101110000000......." "2009" 51 "M" "brood_383" 3
"bird_770" "11...1111.111..11.1........" "2009" 51 "M" "brood_383" 3
"bird_771" "1.........................." "2009" 51 "M" "brood_347" 3
"bird_772" "11000111101010101010.0....." "2009" 51 "F" "brood_347" 3
"bird_773" "1..11111...111.......11.1.." "2009" 46 "M" "brood_384" 3
"bird_774" ".1........................." "2009" 51 "M" "brood_383" 3
"bird_775" "111001001000000000000......" "2006" 50 "M" "brood_89" 3
"bird_776" ".10.0111101110011010......." "2009" 51 "M" "brood_347" 3
"bird_777" "1000111101110000000.0......" "2009" 52 "M" "brood_369" 3
"bird_778" "0111111110111011.0........." "2009" 55 "F" "brood_408" 3
"bird_779" "11111.11.11111............." "2009" 57 "M" "brood_387" 3
"bird_780" "11110.0...........000......" "2009" 66 "M" "brood_392" 3
"bird_781" "11110.0...........000......" "2009" 66 "F" "brood_392" 3
"bird_782" ".1........................." "2009" 66 "M" "brood_392" 3
"bird_783" "1.........................." "2009" 67 "M" "brood_393" 3
"bird_784" "1.........................." "2009" 67 "F" "brood_393" 3
"bird_785" "111........................" "2009" 67 "F" "brood_393" 3
"bird_787" "100.............0.........." "2009" 70 "M" "brood_366" 3
"bird_788" "011.............1.........." "2009" 70 "F" "brood_366" 3
"bird_789" "001.............1.........." "2009" 70 "M" "brood_366" 3
"bird_790" "111000010011.01101000100110" "2010" 0 "F" "brood_449" 3
"bird_791" "111000010011.01101000100110" "2010" 0 "F" "brood_449" 3
"bird_793" "1010000011.0000101100000100" "2010" 2 "M" "brood_464" 3
"bird_796" "0101110101.0110000010001011" "2010" 2 "F" "brood_457" 3
"bird_797" "1000010000000000000000000.." "2006" 46 "M" "brood_92" 2
"bird_798" "0101110101.0110000010001011" "2010" 2 "F" "brood_457" 3
"bird_799" "1001111111.111001.0........" "2009" 54 "M" "brood_399" 3
"bird_800" ".11........................" "2009" 54 "M" "brood_369" 3
"bird_801" "1.........................." "2009" 55 "M" "brood_408" 3
"bird_802" "1.........................." "2009" 56 "M" "brood_388" 3
"bird_803" "1.........................." "2009" 56 "F" "brood_388" 3
"bird_804" "1.........................." "2009" 56 "F" "brood_388" 3
"bird_805" "11111011011111.0..........." "2009" 57 "F" "brood_387" 3
"bird_806" "1.........................." "2009" 59 "F" "brood_389" 3
"bird_807" "1.1111111.1001............." "2009" 59 "F" "brood_389" 3
"bird_808" "1.1111111.1................" "2009" 59 "M" "brood_361" 3
"bird_809" "1.........................." "2009" 60 "F" "brood_402" 3
"bird_810" "11........................." "2009" 59 "M" "brood_389" 3
"bird_811" "1111111.1.................." "2009" 61 "M" "brood_370" 2
"bird_812" "11111.1............11......" "2009" 66 "M" "brood_411" 3
"bird_813" "11000...............0......" "2009" 66 "M" "brood_411" 3
"bird_814" "1.........................." "2009" 66 "F" "brood_411" 3
"bird_815" ".111.1............11......." "2009" 67 "M" "brood_350" 3
"bird_816" "11111.1............11......" "2009" 66 "M" "brood_350" 3
"bird_823" "100..0.011.010.01.110100111" "2010" 2 "F" "brood_473" 3
"bird_829" "100..0.111.010.01.110100111" "2010" 2 "F" "brood_473" 3
"bird_830" "111110000010000000000000000" "2009" 25 "M" "brood_353" 3
"bird_831" "11111111..................." "2009" 25 "M" "brood_353" 3
"bird_832" "1.11111.11...1..1.11...1111" "2009" 26 "M" "brood_355" 3
"bird_833" "1.11.11..1..1..1.111.1.1111" "2009" 26 "M" "brood_356" 2
"bird_835" "01111000000..............0." "2009" 60 "F" "brood_402" 3
"bird_836" "100..0.111.010.01.110000000" "2010" 2 "M" "brood_473" 3
"bird_840" "0101000100.0110000010001011" "2010" 2 "M" "brood_457" 3
"bird_842" "10..0.001.011.10.0100100110" "2010" 3 "F" "brood_494" 3
"bird_843" "11..0.000.000.00.0000000000" "2010" 3 "F" "brood_494" 3
"bird_845" "01..1.101.110.11.1000000000" "2010" 3 "M" "brood_495" 3
"bird_846" "01..1.101.110.11.1001000000" "2010" 3 "M" "brood_495" 3
"bird_847" "110010000000000000........." "2006" 53 "M" "brood_102" 3
"bird_856" "100010110101011110100000000" "2010" 13 "F" "brood_451" 3
"bird_857" "100010110101011110101000110" "2010" 13 "M" "brood_451" 3
"bird_859" ".101.10.000000000000000.0.." "2010" 12 "M" "brood_492" 3
"bird_860" ".100.10.000000000000000.0.." "2010" 12 "M" "brood_492" 3
"bird_861" ".101.00.000000000000000.0.." "2010" 12 "F" "brood_492" 3
"bird_862" "100100010001001010100111001" "2010" 14 "F" "brood_432" 3
"bird_863" "100100010101000010100000000" "2010" 14 "F" "brood_432" 3
"bird_864" "100100010101000010100111001" "2010" 14 "M" "brood_432" 3
"bird_865" "110000000000000000000000000" "2010" 17 "F" "brood_459" 3
"bird_866" "011000000000000000000000000" "2010" 19 "F" "brood_424" 3
"bird_868" "010100000000000000000000000" "2010" 20 "M" "brood_468" 3
"bird_869" "011000000000000000000000000" "2010" 20 "F" "brood_442" 3
"bird_870" "010100000000000000000000000" "2010" 20 "F" "brood_468" 3
"bird_871" "101100000000000000000000000" "2010" 22 "F" "brood_455" 3
"bird_872" "101000000000000000000000000" "2010" 22 "F" "brood_455" 3
"bird_873" "100010000000000000000000000" "2010" 29 "F" "brood_461" 3
"bird_874" "100010000000000000000000000" "2010" 29 "M" "brood_461" 3
"bird_875" "1101100..0..00..0.........." "2010" 55 "F" "brood_436" 3
"bird_876" "1101100..0..00..0.........." "2010" 55 "F" "brood_436" 3
"bird_879" "100000..0..00..0..........." "2010" 56 "M" "brood_436" 3
"bird_880" "11.11...0....00............" "2010" 57 "F" "brood_488" 3
"bird_881" "11.11...0....00............" "2010" 57 "M" "brood_488" 3
"bird_882" "10.11...0....00............" "2010" 57 "F" "brood_488" 3
"bird_885" "1..0......................." "2010" 68 "M" "brood_439" 3
"bird_886" "1..0......................." "2010" 68 "M" "brood_439" 3
"bird_887" "11........................." "2010" 70 "F" "brood_489" 3
"bird_888" "110010000000000000........." "2006" 53 "M" "brood_102" 3
"bird_889" "11........................." "2010" 70 "F" "brood_489" 3
"bird_890" "01........................." "2010" 70 "F" "brood_491" 3
"bird_891" "01........................." "2010" 70 "F" "brood_491" 3
"bird_892" "1.........................." "2010" 71 "F" "brood_462" 3
"bird_893" "1.........................." "2010" 71 "F" "brood_462" 3
"bird_897" "11111000000000000.........." "2006" 54 "F" "brood_95" 3
"bird_902" "110..0000...0.0...00.0000.0" "2011" 14 "M" "brood_551" 3
"bird_903" "111..1000...0.1...00.0010.0" "2011" 14 "F" "brood_551" 3
"bird_904" "111..1000...0.0...00.0000.0" "2011" 14 "F" "brood_551" 3
"bird_905" "111000000000000.00000.0000." "2011" 17 "F" "brood_517" 3
"bird_906" "111000000000000.00000.0000." "2011" 17 "M" "brood_517" 3
"bird_907" "111000000000000.00000.0000." "2011" 17 "F" "brood_517" 3
"bird_908" "11111000000000000.........." "2006" 54 "M" "brood_95" 3
"bird_909" "1.........................." "2011" 18 "F" "brood_534" 3
"bird_910" "1.1..1.111..1.....1...1.1.." "2011" 18 "M" "brood_534" 3
"bird_911" "1.1........................" "2011" 18 "M" "brood_534" 3
"bird_912" "1010101110010.01000.0000.00" "2011" 19 "M" "brood_528" 3
"bird_913" "1.1.1.111..1...1....1.1..1." "2011" 19 "F" "brood_528" 3
"bird_914" "1.........................." "2011" 19 "M" "brood_528" 3
"bird_915" "1.........................." "2011" 20 "F" "brood_520" 3
"bird_916" "11.1.111........1..1.1..11." "2011" 20 "F" "brood_520" 3
"bird_917" "1.........................." "2011" 20 "M" "brood_520" 3
"bird_918" "1...............1.........." "2011" 20 "F" "brood_546" 3
"bird_919" "11111000000000000.........." "2006" 54 "M" "brood_95" 3
"bird_920" "11......1......11.....1..1." "2011" 20 "M" "brood_546" 3
"bird_921" "1.1.11111.....1..1...1....." "2011" 19 "M" "brood_543" 2
"bird_922" "1.1........................" "2011" 19 "M" "brood_543" 2
"bird_924" "1.........................." "2011" 22 "M" "brood_530" 3
"bird_925" "1.........................." "2011" 23 "F" "brood_542" 3
"bird_926" "111.11..1.1..1...1.1..1.1.." "2011" 23 "M" "brood_542" 3
"bird_927" "1..11111..1111..1.1..11.1.1" "2011" 23 "M" "brood_529" 3
"bird_928" "1.........................." "2011" 24 "F" "brood_529" 3
"bird_929" "11.......1..1.....1....1..." "2011" 24 "M" "brood_518" 3
"bird_932" "0010000011.0000101100010100" "2010" 2 "F" "brood_464" 3
"bird_933" "01..0.001.011.10.1100100110" "2010" 3 "F" "brood_494" 3
"bird_939" "0100001.0100000000000000000" "2010" 5 "F" "brood_458" 3
"bird_941" "0100110.0100010010101001010" "2010" 5 "M" "brood_458" 3
"bird_942" "0110011.0100010100011101010" "2010" 5 "M" "brood_428" 3
"bird_943" "0110010.0000000000000000000" "2010" 5 "F" "brood_428" 3
"bird_944" "10000.000000000000000000000" "2010" 7 "M" "brood_452" 3
"bird_945" "10000.000000011010110101011" "2010" 7 "F" "brood_452" 3
"bird_946" "10000.000000000000000000000" "2010" 7 "F" "brood_427" 2
"bird_947" "10000.000000000000000000000" "2010" 7 "F" "brood_427" 2
"bird_948" "01001.000010110000100000000" "2010" 7 "F" "brood_447" 3
"bird_950" "01001.000010110001101101010" "2010" 7 "M" "brood_447" 3
"bird_951" "01001.000010110001101101000" "2010" 7 "F" "brood_447" 3
"bird_955" "00000001.010001011010000000" "2010" 4 "M" "brood_453" 2
"bird_956" "00000001.010001011011010101" "2010" 4 "M" "brood_453" 2
"bird_958" "1.0000111001010010010011000" "2010" 11 "F" "brood_430" 3
"bird_959" "1.0000111000010010010011000" "2010" 11 "F" "brood_430" 3
"bird_961" "1.0100000000000000000000000" "2010" 11 "F" "brood_445" 3
"bird_962" "1.0100000000000000000000000" "2010" 11 "F" "brood_445" 3
"bird_963" "100010110100000000000000000" "2010" 14 "F" "brood_446" 3
"bird_964" "100010110101101010000000000" "2010" 14 "M" "brood_446" 3
"bird_965" "110101100110110101010101101" "2010" 14 "F" "brood_450" 3
"bird_966" "110101100110110101010101101" "2010" 14 "F" "brood_450" 3
"bird_967" "100000000000000000000000000" "2010" 14 "F" "brood_467" 3
"bird_968" "100000110101100000000000000" "2010" 14 "F" "brood_467" 3
"bird_969" "100010110101101010101010111" "2010" 14 "F" "brood_467" 3
"bird_970" "0.0100000000000000000000000" "2010" 11 "F" "brood_445" 3
"bird_972" "010101100100000000000000000" "2010" 14 "F" "brood_450" 3
"bird_973" "01.01001.1.1.11.1.1..11.111" "2010" 14 "F" "brood_501" 3
"bird_974" "01.01001.1.1.11.1.1..11.111" "2010" 14 "F" "brood_501" 3
"bird_975" "011000101010010101011010100" "2010" 15 "M" "brood_466" 3
"bird_976" "010101101010010101000101111" "2010" 15 "F" "brood_465" 3
"bird_980" "110100000000000000000000000" "2010" 16 "F" "brood_422" 2
"bird_981" "100010010110101001101000010" "2010" 16 "F" "brood_460" 3
"bird_982" "100010011110101001101011010" "2010" 16 "F" "brood_460" 3
"bird_983" "100000010110101001101011110" "2010" 16 "M" "brood_460" 3
"bird_984" "001010110100000000000000000" "2010" 14 "F" "brood_463" 3
"bird_985" "001000000000000000000000000" "2010" 14 "F" "brood_463" 3
"bird_986" "11001000000.000............" "2006" 55 "M" "brood_48" 3
"bird_989" "110000000000000000000000000" "2010" 17 "F" "brood_459" 3
"bird_990" "11.11.1...00...0..........." "2010" 19 "F" "brood_469" 3
"bird_991" "11.00.0...00...0..........." "2010" 19 "F" "brood_469" 3
"bird_992" "11.00.0...00...0..........." "2010" 19 "F" "brood_469" 3
"bird_993" "110100010101000000000000000" "2010" 19 "F" "brood_441" 3
"bird_994" "110110100101010100000000000" "2010" 19 "F" "brood_425" 3
"bird_995" "110110100101010101010011101" "2010" 19 "F" "brood_425" 3
"bird_997" "110000000000000000000000000" "2010" 19 "M" "brood_441" 3
"bird_998" "110000000000000000000000000" "2010" 19 "M" "brood_425" 3
"bird_1001" "100100000000000000000000000" "2010" 20 "M" "brood_423" 3
"bird_1002" "100000000000000000000000000" "2010" 20 "F" "brood_423" 3
"bird_1003" "011000010000000000000000000" "2010" 19 "M" "brood_424" 3
"bird_1004" "011000000000000000000000000" "2010" 19 "F" "brood_424" 3
"bird_1005" "100000110101100000000000000" "2010" 14 "F" "brood_467" 3
"bird_1006" "10000000000000.0..0..000.00" "2010" 21 "F" "brood_496" 3
"bird_1007" "001100000000000000000000000" "2010" 20 "F" "brood_442" 3
"bird_1008" "001101101010111010101000110" "2010" 20 "F" "brood_442" 3
"bird_1009" "100000000000000000000000000" "2010" 22 "M" "brood_455" 3
"bird_1010" "101110101001000000000000000" "2010" 22 "M" "brood_443" 3
"bird_1011" "100110101001000000000000000" "2010" 22 "F" "brood_443" 3
"bird_1014" "001110101000000000000000000" "2010" 22 "F" "brood_443" 3
"bird_1016" "1001001001.111............." "2006" 56 "M" "brood_47" 3
"bird_1017" "111000000000000000000000000" "2010" 25 "M" "brood_426" 3
"bird_1018" "111000000000000000000000000" "2010" 25 "F" "brood_426" 3
"bird_1019" "011001000000000000000000000" "2010" 25 "F" "brood_426" 3
"bird_1020" "1100...0....00.0000000....." "2010" 29 "F" "brood_508" 2
"bird_1021" "1.1..0..000.000..00000.00.0" "2010" 34 "F" "brood_477" 3
"bird_1022" "1.1..0..000.000..00000.00.0" "2010" 34 "F" "brood_477" 3
"bird_1023" "1.1..0..000.000..00000.00.0" "2010" 34 "F" "brood_477" 3
"bird_1026" "1001001001.111............." "2006" 56 "M" "brood_47" 3
"bird_1028" "110000011.00000000000000000" "2010" 3 "M" "brood_456" 3
"bird_1029" "110000011.00000000000000000" "2010" 3 "F" "brood_456" 3
"bird_1030" "110000011.00000000000000000" "2010" 3 "F" "brood_456" 3
"bird_1032" "1100000000000000000000..0.." "2010" 40 "M" "brood_431" 3
"bird_1033" "1101010110100110101000..1.." "2010" 40 "F" "brood_431" 3
"bird_1034" "11.1100000.....0..........." "2010" 41 "F" "brood_509" 3
"bird_1035" "11.1111110.....0..........." "2010" 41 "F" "brood_509" 3
"bird_1037" "1001001001.111............." "2006" 56 "F" "brood_47" 3
"bird_1038" "1.000..00000.00.00...0....0" "2010" 44 "F" "brood_487" 2
"bird_1040" ".110..10110.11.10...0....00" "2010" 45 "F" "brood_481" 3
"bird_1041" ".110..10110.11.10...0....00" "2010" 45 "F" "brood_481" 3
"bird_1042" ".100..00000.00.00...0....00" "2010" 45 "M" "brood_481" 3
"bird_1043" "11111.....0................" "2010" 46 "F" "brood_510" 3
"bird_1044" "11110.....0................" "2010" 46 "F" "brood_510" 3
"bird_1045" "01000000000000000..0..00..0" "2010" 45 "M" "brood_433" 3
"bird_1046" "01000000000000000..0..00..0" "2010" 45 "F" "brood_433" 3
"bird_1048" "110100000000..0..00..0....." "2010" 50 "M" "brood_435" 3
"bird_1049" "11000000000..0..00..0......" "2010" 51 "M" "brood_437" 3
"bird_1050" "11000000010..0..01..0......" "2010" 51 "M" "brood_437" 3
"bird_1051" "11000000000..0..00..0......" "2010" 51 "F" "brood_437" 3
"bird_1053" "111.00.00...0....00........" "2010" 53 "M" "brood_484" 3
"bird_1055" "100.00.00...0....00........" "2010" 53 "F" "brood_484" 3
"bird_1056" "111.00.00...0....00........" "2010" 53 "F" "brood_484" 3
"bird_1059" "111.01..000.01............." "2010" 55 "M" "brood_472" 3
"bird_1060" "111.01..000.01............." "2010" 55 "M" "brood_472" 3
"bird_1061" "111.00..000.00............." "2010" 55 "F" "brood_472" 3
"bird_1063" "1.........................." "2011" 20 "F" "brood_541" 3
"bird_1064" "111........................" "2011" 18 "F" "brood_544" 3
"bird_1065" "111........................" "2011" 18 "F" "brood_544" 3
"bird_1066" "01100000000000............." "2006" 57 "F" "brood_104" 3
"bird_1068" "111111..1....11..1.1.1..1.." "2011" 23 "M" "brood_530" 3
"bird_1069" "1.........................." "2011" 24 "M" "brood_530" 3
"bird_1070" "1.........................." "2011" 24 "F" "brood_538" 3
"bird_1071" "1..........1..............." "2011" 24 "M" "brood_538" 3
"bird_1072" "11.11111.....1.11...1.1..1." "2011" 20 "M" "brood_538" 3
"bird_1074" ".1........................." "2011" 25 "M" "brood_518" 3
"bird_1075" ".1........................." "2011" 25 "F" "brood_518" 3
"bird_1076" "01100000000000............." "2006" 57 "F" "brood_104" 3
"bird_1078" "111....1...1.1..1.1.1..11.1" "2011" 29 "M" "brood_563" 3
"bird_1082" "1..1111..1.111.111.1..1..1." "2011" 36 "F" "brood_523" 2
"bird_1083" "1.........................." "2011" 36 "M" "brood_523" 2
"bird_1084" "1.........................." "2011" 36 "F" "brood_535" 3
"bird_1085" "1.........................." "2011" 36 "M" "brood_535" 3
"bird_1086" "01100000000000............." "2006" 57 "M" "brood_104" 3
"bird_1087" "1.........................." "2011" 36 "F" "brood_524" 3
"bird_1088" "1...1......................" "2011" 36 "F" "brood_524" 3
"bird_1090" "11.0.0..0.0...0.0.00000000." "2011" 37 "M" "brood_547" 3
"bird_1091" "11.0.0..0.0...0.0.00000000." "2011" 37 "F" "brood_547" 3
"bird_1092" "11.0.0..0.0...0.0.00000000." "2011" 37 "M" "brood_547" 3
"bird_1094" "111.1.1........1.1.1..1..1." "2011" 36 "F" "brood_552" 3
"bird_1095" "1.........................." "2011" 38 "M" "brood_552" 3
"bird_1097" "1110000000000.............." "2006" 58 "M" "brood_100" 3
"bird_1105" ".1...............1........." "2011" 44 "F" "brood_568" 3
"bird_1106" "1.........................." "2011" 46 "M" "brood_526" 3
"bird_1107" "1100000000000.............." "2006" 58 "F" "brood_99" 3
"bird_1108" "11111.1.1.1..11.1....1.1..." "2011" 45 "M" "brood_526" 3
"bird_1114" "1.........................." "2011" 56 "F" "brood_579" 3
"bird_1115" "1.1..1....1.1....1........." "2011" 56 "F" "brood_579" 3
"bird_1122" "1011.1.1.1....1............" "2011" 59 "M" "brood_539" 3
"bird_1123" "111.1.1.1....1............." "2011" 60 "F" "brood_539" 3
"bird_1124" "111.1.1.1....1............." "2011" 60 "F" "brood_539" 3
"bird_1126" "1100000000000.............." "2006" 58 "F" "brood_117" 3
"bird_1127" "1100000000000.............." "2006" 58 "M" "brood_117" 3
"bird_1129" "1100000000000.............." "2006" 58 "M" "brood_99" 3
"bird_1133" "00001000000.000............" "2006" 55 "M" "brood_48" 3
"bird_1134" "100000.000................." "2006" 60 "F" "brood_35" 3
"bird_1135" "10000000000................" "2006" 60 "M" "brood_103" 3
"bird_1136" "11100000000................" "2006" 60 "F" "brood_109" 3
"bird_1137" "11100000000................" "2006" 60 "F" "brood_109" 3
"bird_1138" "11100000000................" "2006" 60 "M" "brood_109" 3
"bird_1139" "10100000000................" "2006" 60 "F" "brood_114" 3
"bird_1140" "100000.000................." "2006" 60 "M" "brood_35" 3
"bird_1141" "10101000000................" "2006" 60 "F" "brood_103" 3
"bird_1142" "10100000000................" "2006" 60 "F" "brood_114" 3
"bird_1147" "101.000...................." "2006" 63 "F" "brood_43" 3
"bird_1148" "10000000..................." "2006" 63 "M" "brood_121" 2
"bird_1149" "101.000...................." "2006" 63 "M" "brood_43" 3
"bird_1150" "1100000...................." "2006" 64 "M" "brood_116" 3
"bird_1151" "1100000...................." "2006" 64 "M" "brood_116" 3
"bird_1154" "1101100...................." "2006" 64 "M" "brood_124" 2
"bird_1156" "1100000...................." "2006" 64 "M" "brood_116" 3
"bird_1157" "10100......................" "2006" 66 "F" "brood_96" 3
"bird_1158" "100........................" "2006" 67 "F" "brood_60" 3
"bird_1160" "100........................" "2006" 67 "F" "brood_60" 3
"bird_1161" "1010......................." "2006" 67 "F" "brood_106" 3
"bird_1162" "1010......................." "2006" 67 "M" "brood_106" 3
"bird_1163" "1010......................." "2006" 67 "M" "brood_106" 3
"bird_1164" "1010......................." "2006" 67 "M" "brood_105" 3
"bird_1165" "1010......................." "2006" 67 "F" "brood_105" 3
"bird_1167" "1000.10110.0101.010001.011." "2011" 28 "F" "brood_522" 3
"bird_1168" "1000.00000.0000.000000.000." "2011" 28 "F" "brood_522" 3
"bird_1169" "1000.10110.0101.010001.011." "2011" 28 "F" "brood_522" 3
"bird_1170" "11....1...1.1..1.1.1..11.1." "2011" 30 "F" "brood_563" 3
"bird_1171" "11....0...0.0..0.0.0..00.0." "2011" 30 "F" "brood_563" 3
"bird_1172" "01000.0000.000000.000.00.00" "2011" 33 "F" "brood_519" 3
"bird_1173" "01110.0101.000101.111.10.10" "2011" 33 "M" "brood_519" 3
"bird_1174" "01110.0101.000101.111.10.10" "2011" 33 "F" "brood_519" 3
"bird_1175" "100........................" "2006" 67 "M" "brood_60" 3
"bird_1179" "11..0.0.0.00..00000.00.0.0." "2011" 41 "F" "brood_580" 3
"bird_1181" "0..1.1.1.11..10010.10.0.0.0" "2011" 42 "F" "brood_580" 3
"bird_1184" "0.111.11.10010.0.1.1....1.." "2011" 49 "F" "brood_532" 3
"bird_1185" "1..10010.10.0.1.1....1....." "2011" 52 "F" "brood_577" 3
"bird_1186" "100........................" "2006" 68 "F" "brood_119" 3
"bird_1187" "1..10010.10.0.1.1....1....." "2011" 52 "F" "brood_577" 3
"bird_1188" "1..10010.10.0.1.1....1....." "2011" 52 "F" "brood_577" 3
"bird_1189" ".01111101..10...1.1....1..." "2011" 50 "F" "brood_571" 3
"bird_1190" ".01111101..10...1.1....1..." "2011" 50 "F" "brood_571" 3
"bird_1191" "1...1....1................." "2011" 56 "F" "brood_557" 3
"bird_1192" "1.........................." "2011" 56 "M" "brood_557" 3
"bird_1193" "1.........................." "2011" 56 "M" "brood_579" 3
"bird_1194" "1..1......................." "2011" 56 "M" "brood_557" 3
"bird_1195" "1..1......................." "2011" 58 "M" "brood_582" 3
"bird_1196" "1111..1...................." "2011" 56 "F" "brood_582" 3
"bird_1197" "100........................" "2006" 68 "M" "brood_119" 3
"bird_1198" "1111..1...................." "2011" 56 "M" "brood_582" 3
"bird_1199" ".11.0.1.0....0............." "2011" 60 "F" "brood_585" 3
"bird_1200" ".11.0.1.0....0............." "2011" 60 "M" "brood_585" 3
"bird_1201" "...1......................." "2011" 63 "F" "brood_555" 3
"bird_1206" "1...1......................" "2012" 23 "F" "brood_587" 2
"bird_1207" "100........................" "2006" 68 "M" "brood_118" 3
"bird_1208" ".1010010..................." "2012" 27 "F" "brood_620" 3
"bird_1209" ".1000000..................." "2012" 27 "F" "brood_620" 3
"bird_1211" "1.0111.0000..00............" "2012" 28 "F" "brood_591" 3
"bird_1212" "1.0111.0000..00............" "2012" 28 "F" "brood_591" 3
"bird_1213" "1.0111.0000..00............" "2012" 28 "F" "brood_591" 3
"bird_1214" "1.0011.0011..00............" "2012" 28 "F" "brood_590" 3
"bird_1215" "1.0011.0000..00............" "2012" 28 "F" "brood_590" 3
"bird_1216" "111110....................." "2012" 29 "F" "brood_603" 3
"bird_1217" "111111....................." "2012" 29 "F" "brood_603" 3
"bird_1218" "100........................" "2006" 68 "F" "brood_118" 3
"bird_1219" "111111....................." "2012" 29 "M" "brood_603" 3
"bird_1222" "0.0011.0010..00............" "2012" 28 "M" "brood_590" 3
"bird_1223" "10.1010..10................" "2012" 32 "M" "brood_596" 3
"bird_1224" "10.1010..11................" "2012" 32 "M" "brood_596" 3
"bird_1225" "110........................" "2012" 32 "F" "brood_600" 3
"bird_1226" "110........................" "2012" 32 "F" "brood_615" 3
"bird_1228" "10........................." "2012" 33 "F" "brood_617" 3
