"Phi" "p" "model" "npar" "AICc" "DeltaAICc" "weight" "Deviance" "iter"
"51912" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10431.3633719583 315.017147468488 0 6126.5264 198
"11912" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10432.3528953219 316.006670832112 0 6133.5354 199
"21912" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10432.3564579569 316.010233467117 0 6131.5331 200
"102012" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10372.2197511312 0 0.999999999932202 6064.3988 201
"92012" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10419.9199367089 47.7001855776398 4.38567362379214e-11 6120.1593 202
"82012" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10421.144259887 48.9245087557829 2.37781415873062e-11 6123.3957 203
"72012" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10431.1534925441 58.9337414128368 1.59477953232677e-13 6135.4168 204
"62012" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10438.4656340637 66.2458829324787 4.1199248734824e-15 6144.7403 205
"52012" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10868.1615056433 495.94175451212 0 6580.4627 206
"42012" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10871.3312764613 499.111525330074 0 6585.6397 207
"22012" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10874.7599530686 502.540201937371 0 6591.0749 208
"32012" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10889.4869530686 517.267201937371 0 6605.8015 209
"12012" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10892.4105348522 520.190783721024 0 6610.7305 210
"102116" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10604.6690543746 0 0.997863704888046 6426.0751 211
"62116" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10618.7309812332 14.0619268586634 0.000882190966950202 6454.231 212
"72116" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10618.9707206704 14.3016662958107 0.000782535140828902 6452.46 213
"82116" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10620.9173589629 16.2483045883146 0.000295662820044733 6452.3949 214
"92116" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10621.9558967136 17.2868423390337 0.000175906184129756 6451.4208 215
"42116" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10994.984 390.31494562542 0 6838.5177 216
"22116" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10995.0327458157 390.363691441085 0 6840.573 217
"52116" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10995.9521500335 391.28309565891 0 6837.4787 218
"32116" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10996.4417458157 391.772691441087 0 6841.9816 219
"12116" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10996.5113868809 391.842332506276 0 6844.0572 220
"102214" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10290.1354950166 0 0.999811732873335 5943.5413 221
"72214" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10308.5230112807 18.3875162640779 0.000101652907333207 5974.0117 222
"82214" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10310.4305309735 20.2950359568404 3.91658147921906e-05 5973.9078 223
"62214" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10311.3353812472 21.1998862306245 2.49127359788433e-05 5978.8345 224
"92214" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10311.5359409161 21.4004458995205 2.25356685605006e-05 5973.0011 225
"22214" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10699.6745553347 409.539060318048 0 6377.2133 226
"42214" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10701.4147459125 411.279250895894 0 6376.9476 227
"52214" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10702.9928232044 412.857328187807 0 6376.5183 228
"12214" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10704.2662508834 414.130755866781 0 6383.8109 229
"32214" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10706.0125553347 415.877060318047 0 6383.552 230
"102312" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9666.4388449233 0 0.999999842859268 5415.4375 231
"62312" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9699.89347112299 33.4546261996911 5.43776149866023e-08 5462.9944 232
"72312" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9700.07105703866 33.6322121153553 4.97574211899933e-08 5461.1603 233
"92312" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9700.88046492338 34.4416200000742 3.31968728349774e-08 5457.9434 234
"82312" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9701.91312140078 35.4742764774746 1.98088229318607e-08 5460.9898 235
"22312" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10049.5703932993 383.131548376041 0 5822.7151 236
"52312" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10049.7349769249 383.296132001644 0 5818.865 237
"42312" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10051.3591976688 384.920352745468 0 5822.4973 238
"12312" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10052.9255631068 386.486718183492 0 5828.0763 239
"32312" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10054.7373932993 388.298548376042 0 5827.882 240
"102412" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9715.42728479351 0 0.998634952257846 5548.4058 241
"82412" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9730.02689065331 14.5996058598084 0.000674749592379191 5573.0818 242
"92412" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9731.27546694491 15.8481821514033 0.000361424620792932 5572.317 243
"62412" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9732.36151706387 16.9342322703633 0.000209983392134041 5579.4403 244
"72412" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9733.49917425507 18.0718894615602 0.000118890136847839 5578.5666 245
"42412" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10103.1756666667 387.74838187316 0 5958.2911 246
"32412" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10103.9339952392 388.506710445723 0 5961.056 247
"52412" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10104.9142938795 389.487009085988 0 5958.0216 248
"22412" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10109.3979952392 393.970710445723 0 5966.5195 249
"12412" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10110.2502789148 394.822994121298 0 5969.3773 250
"102512" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10202.5774777337 0 0.999943191363842 5902.4047 251
"62512" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10223.703452514 21.1259747802287 2.58540266228685e-05 5937.6283 252
"72512" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10224.5126426077 21.9351648739466 1.72510206654945e-05 5936.4265 253
"82512" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10225.5987694457 23.0212917120007 1.00222527096857e-05 5935.5011 254
"92512" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10227.6018336827 25.0243559490027 3.68133615991108e-06 5935.4907 255
"12512" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10564.9839470014 362.406469267657 0 6290.9563 256
"32512" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10565.1205303418 362.543052608044 0 6289.0876 257
"22512" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10565.2825303418 362.705052608044 0 6289.2499 258
"42512" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10565.6470465116 363.06956877789 0 6287.6078 259
"52512" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10567.6354961619 365.058018428161 0 6287.589 260
"102612" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9745.75080890948 0 0.834344911340629 5417.7973 261
"82612" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9749.70687873754 3.95606982806385 0.11542396085635 5431.8294 262
"92612" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9751.55349143128 5.80268252180394 0.0458468098688727 5431.6627 263
"62612" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9757.11911859583 11.3683096863479 0.00283627631864435 5443.2655 264
"72612" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9758.33012135231 12.5793124428346 0.00154804161550364 5442.4651 265
"42612" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10290.4255402844 544.67473137488 0 5984.6081 266
"32612" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10291.0149004975 545.264091588035 0 5987.2042 267
"52612" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10292.1241313107 546.373322401258 0 5984.2991 268
"22612" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10294.5789004975 548.828091588033 0 5990.7681 269
"12612" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10295.2172112743 549.466402364798 0 5993.4116 270
"102712" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10119.0910887587 0 0.999980551977005 5856.9364 271
"92712" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10141.6055307225 22.5144419637563 1.29134593495284e-05 5887.5099 272
"72712" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10144.8041912261 25.713102467369 2.60892921856333e-06 5894.733 273
"62712" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10144.8303792173 25.7392904585449 2.57499059190449e-06 5896.7706 274
"82712" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10146.1209081908 27.0298194320912 1.35064383517439e-06 5894.0385 275
"52712" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10616.637366824 497.546278065276 0 6374.6039 276
"22712" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10616.6708721636 497.57978340483 0 6378.6512 277
"42712" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10618.5651685393 499.474079780597 0 6378.5394 278
"12712" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10620.3564770889 501.265388330221 0 6384.3421 279
"32712" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10622.2188721636 503.127783404831 0 6384.1988 280
"82812" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9655.73822861568 0 0.568518448682867 5406.8186 281
"92812" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9657.73579532888 1.99756671320756 0.209400860454184 5406.8029 282
"102812" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9658.55226793893 2.8140393232552 0.13921424849579 5399.5562 283
"72812" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9659.68102110529 3.94279248961175 0.0791731732117454 5412.7738 284
"62812" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9665.81127211241 10.0730434967318 0.00369326915541428 5420.9155 285
"22812" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10037.9449809705 382.206752354827 0 5803.0923 286
"42812" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10038.8436476326 383.105419016965 0 5801.9837 287
"52812" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10040.8232693955 385.08504077985 0 5801.9566 288
"12812" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10044.5212687277 388.783040112028 0 5811.6742 289
"32812" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10045.4219809705 389.683752354827 0 5810.5695 290
"102912" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10258.1781643836 0 0.468003127108302 5945.0709 291
"82912" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10258.5800102623 0.401845878695894 0.382815074510604 5955.5467 292
"92912" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10260.5038029197 2.32563853614556 0.146299473562607 5955.4572 293
"62912" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10269.136177798 10.9580134144762 0.001953198471245 5970.1254 294
"72912" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10270.6221354309 12.4439710473544 0.000929126347241679 5969.6006 295
"42912" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10623.2785067183 365.100342334727 0 6332.3026 296
"52912" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10624.8688018223 366.69063743876 0 6331.8854 297
"32912" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10627.7891256831 369.610961299499 0 6338.8193 298
"22912" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10632.9331256831 374.754961299499 0 6343.9635 299
"12912" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10637.4406580924 379.262493708857 0 6350.4769 300
"103012" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10053.3185521344 0 0.999965727769626 5760.4125 301
"63012" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10075.4594811365 22.1409290021111 1.55647973480931e-05 5796.6517 302
"73012" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10076.70067645 23.3821243156763 8.36799347284451e-06 5795.8819 303
"83012" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10076.9038089469 23.5852568125192 7.5598237685924e-06 5794.0726 304
"93012" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10078.9048792822 25.5863271478611 2.7796157847206e-06 5794.061 305
"13012" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10439.8639534884 386.545401354015 0 6173.1037 306
"33012" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10441.5575394278 388.238987293416 0 6172.7917 307
"23012" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10441.7815394278 388.462987293417 0 6173.016 308
"43012" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10443.4780586319 390.159506497563 0 6172.7064 309
"53012" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10445.4845117524 392.165959618025 0 6172.7052 310
"103116" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10182.0088112375 0 0.999461140165293 5932.1005 311
"93116" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10198.4654251914 16.4566139538492 0.000266844095525505 5956.6179 312
"73116" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10199.1463394389 17.1375282013851 0.000189844905542722 5961.3242 313
"83116" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10201.1434155844 19.134604346893 6.99422134829076e-05 5961.3094 314
"63116" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10204.6311961057 22.6223848681802 1.22286201559785e-05 5968.8201 315
"53116" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10648.8413564976 466.832545260047 0 6419.0581 316
"23116" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10649.6554489465 467.646637708995 0 6423.8861 317
"43116" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10651.2309379342 469.222126696708 0 6423.4557 318
"13116" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10661.8188888889 479.810077651367 0 6438.0549 319
"33116" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10663.5504489465 481.541637708995 0 6437.7809 320
"103214" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9588.42686568266 0 0.999999857322955 5458.6675 321
"93214" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9621.41811946424 32.9912537815853 6.85551686913073e-08 5499.7237 322
"73214" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9622.17303964628 33.7461739636237 4.70014622278746e-08 5504.5053 323
"83214" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9623.32903488944 34.9021692067799 2.63687893946485e-08 5503.6485 324
"63214" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9630.44443300589 42.0175673232388 7.51624836350467e-10 5514.7885 325
"23214" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 9988.41750338484 399.990637702187 0 5882.8058 326
"53214" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 9989.35913742331 400.932271740658 0 5879.7326 327
"43214" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 9989.63887791953 401.212012236874 0 5882.0203 328
"13214" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10000.3470130947 411.920147411998 0 5896.7412 329
"33214" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10001.3940033848 412.967137702188 0 5895.7823 330
"103312" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9908.91799316239 0 0.985445324846159 5726.024 331
"73312" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9918.70046870555 9.78247554315567 0.00740278198787151 5747.8949 332
"83312" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9919.65501728717 10.7370241247772 0.00459322128556762 5746.8372 333
"93312" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9920.87212049336 11.9541273309642 0.00249934820520536 5746.041 334
