"Phi" "p" "model" "npar" "AICc" "DeltaAICc" "weight" "Deviance" "iter"
"103717" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10389.1832780931 0 0.999983766723418 6000.9768 871
"63717" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10412.7548368087 23.5715587156265 7.61191640021368e-06 6038.6435 872
"73717" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10413.8967322603 24.7134541671821 4.30065458835988e-06 6037.7749 873
"83717" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10414.5105396825 25.3272615894639 3.16408378357167e-06 6036.3769 874
"93717" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10416.5232596961 27.3399816029996 1.15662180941856e-06 6036.3768 875
"43717" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10813.6433623188 424.460084225764 0 6447.5667 876
"33717" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10814.3740174326 425.19073933957 0 6450.3042 877
"53717" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10815.4956160815 426.312337988464 0 6447.4123 878
"23717" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10816.2220174326 427.03873933957 0 6452.1515 879
"13717" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10817.0495808058 427.866302712719 0 6454.9847 880
"103817" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9553.85942335766 0 0.999999999983694 5335.661 881
"63817" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9605.2572243624 51.3978010047358 6.90413573233943e-12 5401.1611 882
"83817" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9606.26975686513 52.4103335074633 4.16141167716384e-12 5398.1493 883
"73817" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9606.57830174927 52.7188783916081 3.56649000444211e-12 5400.4705 884
"93817" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9608.09149042295 54.2320670652825 1.67361772081078e-12 5397.9574 885
"13817" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10030.8565525103 476.997129152645 0 5838.8103 886
"23817" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10031.0343784571 477.174955099395 0 5836.9824 887
"33817" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10032.8523784571 478.992955099397 0 5838.7995 888
"43817" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10033.0331778694 479.173754511785 0 5836.9738 889
"53817" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10034.9909514563 481.131528098647 0 5836.9243 890
"103917" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9698.89995838991 0 0.999991628681005 5434.2625 891
"63917" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9723.3735070443 24.4735486543868 4.84878355174373e-06 5472.838 892
"73917" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9725.15234479419 26.252386404276 1.99233832074412e-06 5472.6052 893
"83917" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9726.65365693873 27.7536985488132 9.40496748174859e-07 5472.0939 894
"93917" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9727.58724418605 28.6872857961334 5.89700374176091e-07 5471.0139 895
"43917" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10144.9090858525 446.009127462565 0 5902.4103 896
"23917" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10145.2913094778 446.391351087845 0 5904.7991 897
"33917" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10145.6003094778 446.700351087844 0 5905.1079 898
"13917" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10145.9045032632 447.00454487332 0 5907.4185 899
"53917" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10146.8458330914 447.945874701523 0 5902.3397 900
"104017" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9924.59214285714 0 0.817834422742499 5746.196 901
"64017" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9929.1882464628 4.59610360566148 0.0821550319742293 5764.8881 902
"74017" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9929.94771661721 5.35557376006909 0.0561975419778302 5763.6367 903
"84017" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9931.35340502283 6.76126216568991 0.0278276134167232 5763.0305 904
"94017" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9932.46211230875 7.86996945160536 0.0159853898887185 5762.1264 905
"24017" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10323.6461474812 399.054004624053 0 6169.3867 906
"14017" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10323.7346736554 399.142530798281 0 6171.4808 907
"44017" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10325.5675357957 400.975392938572 0 6169.3017 908
"34017" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10325.6811474812 401.089004624053 0 6171.4219 909
"54017" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10326.2768392246 401.684696367489 0 6168.0038 910
"104121" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10123.2109958159 0 0.999998958395399 5795.5292 911
"64121" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10152.6062671153 29.3952712994396 4.13901964732818e-07 5839.0217 912
"74121" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10152.9014233983 29.690427582429 3.57112552116457e-07 5837.3062 913
"84121" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10154.2485135825 31.037517766641 1.82090881623099e-07 5836.6411 914
"94121" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10155.6915383186 32.4805425027243 8.84992027925117e-08 5836.0709 915
"24121" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10545.2384714882 422.027475672277 0 6241.6955 916
"44121" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10547.2439680037 424.03297218781 0 6241.6949 917
"54121" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10548.6013951763 425.390399360353 0 6241.0445 918
"14121" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10551.7459049826 428.534909166719 0 6250.2091 919
"34121" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10553.7414714882 430.530475672278 0 6250.1983 920
"104219" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9721.6009551822 0 0.999999690003691 5486.7563 921
"84219" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9752.899031671 31.2980764887961 1.59848626422226e-07 5528.1302 922
"74219" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9754.26622400756 32.6652688253562 8.06913283629219e-08 5531.5097 923
"94219" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9754.77559078014 33.1746355979358 6.25488422770955e-08 5527.9935 924
"64219" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9759.18226711552 37.5813119333161 6.90751231246787e-09 5538.437 925
"44219" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10101.3394337975 379.738478615294 0 5888.6302 926
"54219" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10103.0759943343 381.475039152072 0 5888.3594 927
"24219" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10109.7328206701 388.131865487923 0 5899.0297 928
"34219" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10111.0648206701 389.463865487924 0 5900.3622 929
"14219" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10119.3601542817 397.759199099466 0 5910.6636 930
"104317" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9228.34271787709 0 0.999999911105727 5001.8556 931
"64317" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9262.13805254474 33.7953346676422 4.58602355743107e-08 5049.7489 932
"74317" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9263.24042440725 34.8977065301588 2.64276941982309e-08 5048.8401 933
"84317" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9265.19513148105 36.8524136039578 9.94489094141398e-09 5048.7827 934
"94317" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9265.9965744186 37.6538565415103 6.66145198993543e-09 5047.571 935
"24317" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 9824.23289860724 595.890180730148 0 5621.8856 936
"44317" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 9825.35350417924 597.010786302148 0 5620.9996 937
"14317" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 9826.5542243444 598.211506467302 0 5626.2124 938
"54317" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 9827.13704170924 598.79432383215 0 5620.7758 939
"34317" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 9827.83829860724 599.495580730147 0 5625.491 940
"94417" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10267.0756842105 0 0.375152153055788 6038.0343 941
"104417" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10267.2608654751 0.185181264543644 0.341976168843262 6030.1575 942
"64417" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10269.1129863818 2.03730217125121 0.135460569712002 6046.1084 943
"74417" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10270.1172738375 3.0415896269551 0.0819850465660431 6045.1016 944
"84417" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10270.568506225 3.49282201451388 0.0654260618229046 6043.5402 945
"54417" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10617.5917869545 350.516102743955 0 6400.6155 946
"14417" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10621.0850679953 354.009383784783 0 6410.1281 947
"34417" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10622.7166998124 355.641015601856 0 6409.7545 948
"24417" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10623.0046998124 355.929015601856 0 6410.0422 949
"44417" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10624.613272578 357.53758836747 0 6409.6447 950
"104517" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10405.6839859092 0 0.999926068934341 6107.2456 951
"64517" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10425.8979548906 20.2139689813812 4.07906192028355e-05 6141.5542 952
"74517" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10427.8126895242 22.1287036150406 1.5659610479298e-05 6141.4576 953
"94517" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10428.4028547486 22.718868839409 1.16581115074116e-05 6138.0236 954
"84517" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10429.7913226095 24.1073367002773 5.8227244689832e-06 6141.4251 955
"34517" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10886.5617374526 480.877751543405 0 6612.2582 956
"14517" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10887.1573809099 481.473395000708 0 6614.8584 957
"44517" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10887.7549888443 482.071002935072 0 6611.4449 958
"24517" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10888.3247374526 482.640751543406 0 6614.0213 959
"54517" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10889.656135684 483.972149774805 0 6611.3392 960
"104617" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10009.5401374357 0 0.758978373844749 5671.1496 961
"94617" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10012.1174767181 2.57733928243579 0.209202700919739 5681.7888 962
"84617" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10017.1374666043 7.59732916868961 0.017001621123009 5688.8219 963
"74617" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10018.5010971963 8.96095976060496 0.00859768863469929 5692.1977 964
"64617" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10019.1486678346 9.60853039896028 0.00621961547780398 5694.8565 965
"44617" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10553.3791376896 543.839000253956 0 6237.1223 966
"24617" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10553.8235986934 544.283461257763 0 6239.5733 967
"54617" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10554.2106134454 544.67047600972 0 6235.9461 968
"34617" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10554.6015986934 545.061461257763 0 6240.3513 969
"14617" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10555.1649958013 545.624858365602 0 6242.9202 970
"104717" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10194.8008833259 0 0.998345773126604 5885.5312 971
"94717" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10207.6067918714 12.8059085454897 0.00165391533889909 5906.397 972
"84717" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10224.7872681402 29.9863848143268 3.07482394874073e-07 5925.5894 973
"74717" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10234.2956428571 39.4947595312606 2.64912785550415e-09 5937.1097 974
"64717" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10235.5669154207 40.7660320947816 1.4029738929633e-09 5940.3915 975
"54717" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10646.1971141838 451.396230857883 0 6357.0486 976
"44717" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10654.5219721293 459.721088803437 0 6367.3809 977
"24717" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10654.695724922 459.894841596097 0 6369.561 978
"34717" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10666.182724922 471.381841596098 0 6381.0475 979
"14717" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10666.3213719635 471.520488637569 0 6383.1913 980
"104817" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9870.57075125149 0 0.999983155992731 5576.5028 981
"84817" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9893.53106666667 22.9603154151773 1.03329312753863e-05 5609.5395 982
"94817" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9895.48632381519 24.9155725637047 3.88727124468398e-06 5609.4814 983
"74817" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9896.31716803142 25.7464167799317 2.56583849502774e-06 5614.3379 984
"64817" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9903.89752722513 33.3267759736409 5.79662535562085e-08 5623.9297 985
"44817" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10339.6826286258 469.111877374284 0 6067.7511 986
"54817" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10341.6902449465 471.119493695003 0 6067.7507 987
"24817" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10342.7869667221 472.21621547064 0 6072.862 988
"34817" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10346.7569667221 476.18621547064 0 6076.8316 989
"14817" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10350.0212585551 479.450507303643 0 6082.1016 990
"104917" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9636.56764039349 0 0.99999999918884 5459.9 991
"64917" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9680.42951551891 43.8618751254235 2.98892373100609e-10 5517.864 992
"84917" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9681.27920664726 44.7115662537672 1.954369826807e-10 5514.6894 993
"74917" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9681.5811730536 45.0135326601103 1.68048862455105e-10 5517.004 994
"94917" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9681.82471701043 45.2570766169429 1.4878209809291e-10 5513.2213 995
"44917" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10057.3241317829 420.756491389457 0 5902.7955 996
"54917" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10058.1538921735 421.586251780001 0 5901.6178 997
"34917" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10058.7033439089 422.135703515447 0 5906.1815 998
"24917" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10062.5283439089 425.960703515446 0 5910.0067 999
"14917" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10064.246527845 427.678887451546 0 5913.7305 1000
"8500" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10172.1661423948 0 0.558987732077502 5925.6665 1
"9500" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10173.8571098266 1.69096743176669 0.24000117300163 5925.3446 2
"10500" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10174.2132966906 2.04715429575845 0.200848396828863 5917.6395 3
"6500" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10189.0749981516 16.9088557567484 0.000119039447208492 5946.5987 4
"7500" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10191.0811053848 18.9149629899712 4.36586447969481e-05 5946.5937 5
"3500" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10541.1363861066 368.970243711801 0 6308.7014 6
"4500" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10543.062854109 370.896711714135 0 6308.6218 7
"5500" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10544.9482486724 372.78210627754 0 6308.4997 8
"1500" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10551.331844024 379.165701629174 0 6320.9021 9
"2500" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10553.3223861066 381.156243711801 0 6320.8874 10
"101104" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10515.3144743647 0 0.999999795637591 6172.8217 11
"71104" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10547.6344568121 32.3199824474214 9.58969721955559e-08 6217.2249 12
"81104" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10548.1960509909 32.8815766261814 7.2419624514555e-08 6215.7751 13
"91104" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10549.8935412027 34.5790668379814 3.09920962900825e-08 6215.4596 14
"61104" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10553.5207580681 38.2062837034155 5.05371583122359e-09 6225.1221 15
"21104" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10991.6576749667 476.343200601961 0 6673.2987 16
"41104" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10993.6239054925 478.30943112786 0 6673.2592 17
"51104" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10995.4830284697 480.168554105059 0 6673.1114 18
"11104" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 11001.833336297 486.518861932265 0 6685.4796 19
"31104" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 11003.8356749667 488.521200601961 0 6685.4771 20
"102102" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10246.9537271926 0 0.704436410108971 5998.8716 21
"82102" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10250.5681232666 3.61439607396642 0.115607406914295 6012.5564 22
"72102" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10251.5146619718 4.56093477923423 0.0720190505654518 6015.5141 23
"92102" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10251.6854702774 4.7317430848143 0.066123653195342 6011.6613 24
"62102" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10252.6020858086 5.64835861598476 0.0418134792159407 6018.6127 25
"22102" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10669.0314615385 422.077734345867 0 6445.0812 26
"42102" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10670.1146207958 423.160893603183 0 6444.1587 27
"12102" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10671.1111839156 424.157456723027 0 6449.1662 28
"52102" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10671.4826622691 424.528935076532 0 6443.5192 29
"32102" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10671.9604615385 425.006734345865 0 6448.0107 30
"103102" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10277.2752775351 0 0.999998806125229 6030.0696 31
"83102" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10305.3146012862 28.0393237511071 8.15338013309859e-07 6068.1824 32
"93102" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10307.3264851826 30.0512076475661 2.98169113136352e-07 6068.1816 33
"73102" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10310.224641791 32.9493642559792 7.00061093788273e-08 6075.1039 34
"63102" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10314.0456060606 36.7703285255411 1.03615348800276e-08 6080.9365 35
"43102" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10644.7576880734 367.482410538329 0 6419.6833 36
"23102" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10645.6982616372 368.422984102173 0 6422.6305 37
"53102" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10646.7210350998 369.445757564728 0 6419.6395 38
"33102" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10648.4722616372 371.196984102173 0 6425.4043 39
"13102" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10649.9617551582 372.68647762312 0 6428.8996 40
"104102" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9834.17154000922 0 0.999524625267168 5593.6958 41
"74102" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9851.17440667434 17.0028666651197 0.00020308035489602 5622.7844 42
"84102" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9851.92719373849 17.7556537292712 0.000139380583941967 5621.5252 43
"94102" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9852.03770734515 17.8661673359366 0.000131887779043722 5619.6229 44
"64102" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9861.75024551312 27.5787055038982 1.02601495047551e-06 5635.3713 45
"24102" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10240.1253059067 405.95376589747 0 6023.7878 46
"54102" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10241.00111106 406.829571050797 0 6020.6495 47
"44102" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10241.0077471264 406.83620711722 0 6022.6636 48
